output,source,target,f:sLang,f:tLang,f1:sourceCorpusPermutationsFrequencyRatio,f2:targetCorpusPermutationsFrequencyRatio,f3:sourceAlignmentMemoryFrequencyRatio,f4:targetAlignmentMemoryFrequencyRatio,f5:frequencyRatioCorpusFiltered,f6:frequencyRatioAlignmentMemoryFiltered,f7:sourceCorpusLemmaPermutationsFrequencyRatio,f8:targetCorpusLemmaPermutationsFrequencyRatio,f9:sourceAlignmentMemoryLemmaFrequencyRatio,f10:targetAlignmentMemoryLemmaFrequencyRatio,f11:lemmaFrequencyRatioCorpusFiltered,f12:lemmaFrequencyRatioAlignmentMemoryFiltered,f13:alignmentRelativeOccurrence,f14:alignmentPosition,f15:phrasePlausibility,f16:lemmaPhrasePlausibility,f17:ngramLength,f18:characterLength,f19:alignmentOccurrences,f20:lemmaAlignmentOccurrences,f21:uniqueness,f22:lemmaUniqueness
0,n:ἰησοῦ,n:paul,ugnt,en,0.0027002700270027003,0.034482758620689655,0,0,0.5,0,0,0,0,0,0,0,,0.8235294117647058,0.08211681933280084,0,0.9410546270911757,0.9439940429190081,0.5,0,0.006743172017335853,0
0,n:ἰησοῦ,n:apostle,ugnt,en,0.0018001800180018,0.0392156862745098,0,0,0.5,0,0,0,0,0,0,0,,0.9144385026737968,0.04105840966640042,0,0.9410546270911757,0.93605498353093,0.5,0,0.0016857930043339632,0
1,n:ἰησοῦ,n:jesus,ugnt,en,0.018901890189018902,0.023178807947019868,0,0,0.25,0,0,0,0,0,0,0,1,0.9491978609625669,0.8211681933280084,0,0.9410546270911757,0.9837852962860255,1,0,0.6743172017335853,0
0,n:ἰησοῦ,n:the,ugnt,en,0.0315031503150315,0.0026181926989826453,0,0,0.25,0,0,0,0,0,0,0,1,0.8582887700534759,0.0929601006015874,0,0.9410546270911757,0.9055008855644227,1,0,0.00864158030385725,0
0,n:ἰησοῦ,n:god,ugnt,en,0.0072007200720072,0.005089058524173028,0,0,0.5,0,0,0,0,0,0,0,,0.7219251336898396,0.7611108236754968,0,0.9410546270911757,0.9055008855644227,0.5,0,0.5792896859159932,0
0,n:ἰησοῦ,n:and,ugnt,en,0.0153015301530153,0.0026971283515786135,0,0,0.5,0,0,0,0,0,0,0,,0.3582887700534759,0.1902777059188742,0,0.9410546270911757,0.9055008855644227,0.5,0,0.03620560536974957,0
0,n:ἰησοῦ,n:in,ugnt,en,0.020702070207020702,0.004030844724851034,0,0,0.25,0,0,0,0,0,0,0,0,0,0.21178735963144257,0,0.9410546270911757,0.8682738014859657,1,0,0.044853885699657994,0
0,n:ἰησοῦ,n:of:christ,ugnt,en,0.0036003600360036,0.00749063670411985,0,0,0.5,0,0,0,0,0,0,0,,0.9598930481283422,0.4516425063304046,0,0.8525505864900214,0.8978221007987497,0.5,0,0.20398095352440956,0
0,n:ἰησοῦ,n:christ:jesus,ugnt,en,0.011701170117011701,0.026262626262626262,0,0,0.25,0,0,0,0,0,0,0,1,0.9946524064171123,0.4516425063304046,0,0.8525505864900214,0.7905561650032197,1,0,0.20398095352440956,0
0,n:ἰησοῦ,n:the:saints,ugnt,en,0.0027002700270027003,0.006944444444444444,0,0,0.5,0,0,0,0,0,0,0,,0.6310160427807487,0.32846727733120334,0,0.8525505864900214,0.8608488386278474,0.5,0,0.10789075227737364,0
0,n:ἰησοῦ,n:and:faithful,ugnt,en,0.0018001800180018,0.017543859649122806,0,0,0.5,0,0,0,0,0,0,0,,0.3582887700534759,0.08211681933280084,0,0.8525505864900214,0.7905561650032197,0.5,0,0.006743172017335853,0
0,n:ἰησοῦ,n:jesus:through:the,ugnt,en,0.0027002700270027003,0.03125,0,0,0.5,0,0,0,0,0,0,0,,0.9491978609625669,0.08211681933280084,0,0.677629281369091,0.6637403336930215,0.5,0,0.006743172017335853,0
0,n:ἰησοῦ,n:the:will:of,ugnt,en,0.0018001800180018,0.015503875968992248,0,0,0.5,0,0,0,0,0,0,0,,0.8582887700534759,0.12317522899920126,0,0.677629281369091,0.8608488386278474,0.5,0,0.01517213703900567,0
0,n:διὰ,n:of,ugnt,en,0.022900763358778626,0.003850596842510589,0,0,0.5,0,0,0,0,0,0,0,,0.9010695187165775,0.170916114790287,0,0.9410546270911757,0.9502447173484302,0.5,0,0.029212318295006565,0
1,n:διὰ,n:through,ugnt,en,0.008396946564885497,0.016516516516516516,0,0,1,0,0,0,0,0,0,0,1,0.9625668449197862,0.5460768485631255,0,0.9410546270911757,0.8550735038857549,1,0,0.29819992453663474,0
0,n:διὰ,n:the,ugnt,en,0.030534351145038167,0.002992220227408737,0,0,0.5,0,0,0,0,0,0,0,,0.9171122994652406,0.09785273747535515,0,0.9410546270911757,0.9902457393508095,0.5,0,0.009575158231420775,0
0,n:διὰ,n:of,ugnt,en,0.022900763358778626,0.003850596842510589,0,0,0.5,0,0,0,0,0,0,0,,0.7435828877005347,0.170916114790287,0,0.9410546270911757,0.9502447173484302,0.5,0,0.029212318295006565,0
0,n:διὰ,n:in,ugnt,en,0.016793893129770993,0.00385559060637925,0,0,0.5,0,0,0,0,0,0,0,,0.5080213903743316,0.22293406276993957,0,0.9410546270911757,0.9502447173484302,0.5,0,0.04969959634311136,0
0,n:διὰ,n:faithful,ugnt,en,0.0007633587786259542,0.008771929824561403,0,0,1,0,0,0,0,0,0,0,1,0.37165775401069523,0.07801097836616079,0,0.9410546270911757,0.8195212635927978,1,0,0.006085712745645607,0
0,n:διὰ,n:apostle:of,ugnt,en,0.0007633587786259542,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.8556149732620321,0.039005489183080395,0,0.8525505864900214,0.7851615339550109,1,0,0.0015214281864114017,0
0,n:διὰ,n:through:the,ugnt,en,0.0030534351145038168,0.012578616352201259,0,0,1,0,0,0,0,0,0,0,1,0.9625668449197862,0.2340329350984824,0,0.8525505864900214,0.75196406036368,1,0,0.05477141471081047,0
0,n:διὰ,n:the:will,ugnt,en,0.0015267175572519084,0.015503875968992248,0,0,1,0,0,0,0,0,0,0,1,0.9171122994652406,0.1170164675492412,0,0.8525505864900214,0.8550735038857549,1,0,0.013692853677702618,0
0,n:διὰ,n:who:are,ugnt,en,0.0007633587786259542,0.006289308176100629,0,0,1,0,0,0,0,0,0,0,1,0.5989304812834225,0.1170164675492412,0,0.8525505864900214,0.89184902998243,1,0,0.013692853677702618,0
0,n:διὰ,n:faithful:in,ugnt,en,0.0007633587786259542,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.37165775401069523,0.039005489183080395,0,0.8525505864900214,0.75196406036368,1,0,0.0015214281864114017,0
0,n:διὰ,n:christ:jesus,ugnt,en,0.0022900763358778627,0.006060606060606061,0,0,0.5,0,0,0,0,0,0,0,,0.25267379679144386,0.42906038101388433,0,0.8525505864900214,0.7198991043099336,0.5,0,0.18409281055577958,0
0,n:διὰ,n:apostle:of:christ,ugnt,en,0.0007633587786259542,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.8556149732620321,0.039005489183080395,0,0.677629281369091,0.6023875001483244,1,0,0.0015214281864114017,0
0,n:διὰ,n:through:the:will,ugnt,en,0.0007633587786259542,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.9625668449197862,0.039005489183080395,0,0.677629281369091,0.6302096045432977,1,0,0.0015214281864114017,0
0,n:διὰ,n:the:will:of,ugnt,en,0.0015267175572519084,0.015503875968992248,0,0,1,0,0,0,0,0,0,0,1,0.9171122994652406,0.1170164675492412,0,0.677629281369091,0.7851615339550109,1,0,0.013692853677702618,0
0,n:διὰ,n:saints:who:are,ugnt,en,0.0007633587786259542,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.6443850267379679,0.039005489183080395,0,0.677629281369091,0.6889374389447498,1,0,0.0015214281864114017,0
0,n:διὰ,n:who:are:in,ugnt,en,0.0007633587786259542,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.5989304812834225,0.039005489183080395,0,0.677629281369091,0.8195212635927978,1,0,0.0015214281864114017,0
0,n:διὰ,n:faithful:in:christ,ugnt,en,0.0007633587786259542,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.37165775401069523,0.039005489183080395,0,0.677629281369091,0.5755568068445223,1,0,0.0015214281864114017,0
0,n:διὰ,n:,ugnt,en,0.015267175572519083,0.002948547840188707,0,0,1,0,0.015267175572519083,0.002948547840188707,0,0,1,0,,0,1,0,0,0,0,0,0,0
0,n:θελήματος,n:of,ugnt,en,0.022388059701492536,0.0007701193685021178,0,0,0.5,0,0,0,0,0,0,0,,0.8422459893048129,0.034183222958057397,0,0.9410546270911757,0.72129436535378,0.5,0,0.0011684927318002622,0
0,n:θελήματος,n:christ,ugnt,en,0.011194029850746268,0.0014124293785310734,0,0,0.5,0,0,0,0,0,0,0,,0.8877005347593583,0.11146703138496976,0,0.9410546270911757,0.8566746447445988,0.5,0,0.012424899085777832,0
0,n:θελήματος,n:jesus,ugnt,en,0.011194029850746268,0.0033112582781456954,0,0,0.5,0,0,0,0,0,0,0,,0.9331550802139037,0.25637417218543046,0,0.9410546270911757,0.821068931348485,0.5,0,0.06572771616376474,0
0,n:θελήματος,n:the,ugnt,en,0.026119402985074626,0.000523638539796529,0,0,0.5,0,0,0,0,0,0,0,,0.9759358288770054,0.01957054749507103,0,0.9410546270911757,0.7534088110524915,0.5,0,0.00038300632925683097,0
0,n:θελήματος,n:will,ugnt,en,0.014925373134328358,0.00546448087431694,0,0,1,0,0,0,0,0,0,0,1,0.9304812834224598,0.3418322295805739,0,0.9410546270911757,0.7866570793003049,1,0,0.11684927318002619,0
0,n:θελήματος,n:faithful,ugnt,en,0.0037313432835820895,0.008771929824561403,0,0,1,0,0,0,0,0,0,0,1,0.43048128342245984,0.390054891830804,0,0.9410546270911757,0.9315913738923499,1,0,0.1521428186411402,0
1,n:θελήματος,n:the:will,ugnt,en,0.0037313432835820895,0.007751937984496124,0,0,1,0,0,0,0,0,0,0,1,0.9759358288770054,0.585082337746206,0,0.8525505864900214,0.8935050177725058,1,0,0.34232134194256547,0
0,n:θελήματος,n:the:saints,ugnt,en,0.0037313432835820895,0.0023148148148148147,0,0,1,0,0,0,0,0,0,0,1,0.7486631016042782,0.6409354304635762,0,0.8525505864900214,0.970965566180551,1,0,0.41079822602352967,0
0,n:θελήματος,n:ephesus:and,ugnt,en,0.0037313432835820895,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.5213903743315509,0.195027445915402,0,0.8525505864900214,0.9884477774836576,1,0,0.03803570466028505,0
0,n:θελήματος,n:christ:jesus:through,ugnt,en,0.0037313432835820895,0.010416666666666666,0,0,1,0,0,0,0,0,0,0,1,0.8877005347593583,0.390054891830804,0,0.677629281369091,0.7035974674016895,1,0,0.1521428186411402,0
0,n:θελήματος,n:the:will:of,ugnt,en,0.0037313432835820895,0.007751937984496124,0,0,1,0,0,0,0,0,0,0,1,0.9759358288770054,0.585082337746206,0,0.677629281369091,0.970965566180551,1,0,0.34232134194256547,0
0,n:θεοῦ,n:paul,ugnt,en,0.0007886435331230284,0.011494252873563218,0,0,1,0,0,0,0,0,0,0,1,0.6470588235294117,0.07801097836616079,0,0.9410546270911757,0.9870112891674926,1,0,0.006085712745645607,0
0,n:θεοῦ,n:jesus,ugnt,en,0.0031545741324921135,0.004415011037527594,0,0,0.5,0,0,0,0,0,0,0,,0.874331550802139,0.7801097836616079,0,0.9410546270911757,0.9723833443811575,0.5,0,0.6085712745645606,0
0,n:θεοῦ,n:paul:an,ugnt,en,0.0007886435331230284,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.6470588235294117,0.039005489183080395,0,0.8525505864900214,0.9329629746174036,1,0,0.0015214281864114017,0
0,n:θεοῦ,n:christ:jesus,ugnt,en,0.0015772870662460567,0.00404040404040404,0,0,0.5,0,0,0,0,0,0,0,,0.8288770053475936,0.42906038101388433,0,0.8525505864900214,0.7545662097296869,0.5,0,0.18409281055577958,0
0,n:θεοῦ,n:through:the,ugnt,en,0.002365930599369085,0.009433962264150943,0,0,1,0,0,0,0,0,0,0,1,0.9197860962566844,0.2340329350984824,0,0.8525505864900214,0.7878551556533934,1,0,0.05477141471081047,0
0,n:θεοῦ,n:the:will,ugnt,en,0.0015772870662460567,0.015503875968992248,0,0,1,0,0,0,0,0,0,0,1,0.9652406417112299,0.1170164675492412,0,0.8525505864900214,0.8948315783252915,1,0,0.013692853677702618,0
1,n:θεοῦ,n:of:god,ugnt,en,0.013406940063091483,0.02031063321385902,0,0,1,0,0,0,0,0,0,0,1,0.9438502673796791,0.6630933161123668,0,0.8525505864900214,0.9723833443811575,1,0,0.43969274587289514,0
0,n:θεοῦ,n:to:the,ugnt,en,0.00473186119873817,0.0035842293906810036,0,0,1,0,0,0,0,0,0,0,1,0.8529411764705883,0.7324976348155157,0,0.8525505864900214,0.9723833443811575,1,0,0.5365527850103246,0
0,n:θεοῦ,n:are:in,ugnt,en,0.0007886435331230284,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.6711229946524064,0.039005489183080395,0,0.8525505864900214,0.9723833443811575,1,0,0.0015214281864114017,0
0,n:θεοῦ,n:jesus:through:the,ugnt,en,0.0007886435331230284,0.010416666666666666,0,0,1,0,0,0,0,0,0,0,1,0.874331550802139,0.07801097836616079,0,0.677629281369091,0.6324689578811495,1,0,0.006085712745645607,0
0,n:θεοῦ,n:the:will:of,ugnt,en,0.0015772870662460567,0.015503875968992248,0,0,1,0,0,0,0,0,0,0,1,0.9652406417112299,0.1170164675492412,0,0.677629281369091,0.8223087483083809,1,0,0.013692853677702618,0
0,n:θεοῦ,n:saints:who:are,ugnt,en,0.0007886435331230284,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.7620320855614973,0.039005489183080395,0,0.677629281369091,0.7224121310858236,1,0,0.0015214281864114017,0
0,n:θεοῦ,n:faithful:in:christ,ugnt,en,0.0007886435331230284,0.0196078431372549,0,0,1,0,0,0,0,0,0,0,1,0.48930481283422456,0.039005489183080395,0,0.677629281369091,0.60456672751199,1,0,0.0015214281864114017,0
0,n:τοῖς,n:an,ugnt,en,0.0015932023366967605,0.01,0,0,0.5,0,0,0,0,0,0,0,,0.6336898395721926,0.16140202420584993,0,0.9410546270911757,0.9085198900598368,0.5,0,0.026050613417745765,0
1,n:τοῖς,n:the,ugnt,en,0.03186404673393521,0.004488330341113106,0,0,0.25,0,0,0,0,0,0,0,0,0,0.14188646933926496,0,0.9410546270911757,0.9471152548838027,1,0,0.020131770181562175,0
0,n:τοῖς,n:paul:an,ugnt,en,0.0010621348911311736,0.0392156862745098,0,0,0.5,0,0,0,0,0,0,0,,0.5882352941176471,0.026900337367641653,0,0.8525505864900214,0.9329629746174036,0.5,0,0.0007236281504929379,0
0,n:τοῖς,n:through:the,ugnt,en,0.0015932023366967605,0.009433962264150943,0,0,0.5,0,0,0,0,0,0,0,,0.8609625668449198,0.16140202420584993,0,0.8525505864900214,0.7878551556533934,0.5,0,0.026050613417745765,0
0,n:τοῖς,n:the:saints,ugnt,en,0.0026553372278279343,0.011574074074074073,0,0,0.5,0,0,0,0,0,0,0,,0.8663101604278075,0.21520269894113322,0,0.8525505864900214,0.8223087483083809,0.5,0,0.046312201631548026,0
